,usrec,unrate,cpiaucsl,indpro,m2sl,wtisplc,icsa,houst,gs10,tb3ms,baa,ppiaco,usalolitoaastsam,sp500,precio_oro,yield_spread,credit_spread,target_6m,target_12m
2014-07-31,0.0,6.2,237.498,102.9632,11453.0,103.59,303000.0,1085.0,2.54,0.03,4.73,208.0,100.959518904468,1930.6700439453125,1281.300048828125,2.51,2.1900000000000004,0.0,0.0
2014-08-31,0.0,6.1,237.46,102.7688,11477.3,96.54,303000.0,984.0,2.42,0.03,4.69,207.0,100.960272476508,2003.3699951171875,1285.800048828125,2.39,2.2700000000000005,0.0,0.0
2014-09-30,0.0,5.9,237.477,103.0641,11519.1,93.21,290000.0,1023.0,2.53,0.02,4.8,206.4,100.947332860491,1972.2900390625,1210.5,2.51,2.27,0.0,0.0
2014-10-31,0.0,5.7,237.43,103.0764,11593.1,84.4,291000.0,1074.0,2.3,0.02,4.69,203.4,100.91619906478,2018.050048828125,1171.0999755859375,2.28,2.390000000000001,0.0,0.0
2014-11-30,0.0,5.8,236.983,103.7126,11634.2,75.79,291000.0,1001.0,2.33,0.02,4.79,200.9,100.865769343408,2067.56005859375,1175.199951171875,2.31,2.46,0.0,0.0
2014-12-31,0.0,5.6,236.252,103.7044,11717.6,59.29,285000.0,1073.0,2.21,0.03,4.74,197.0,100.7905908558,2058.89990234375,1183.9000244140625,2.18,2.53,0.0,0.0
2015-01-31,0.0,5.7,234.747,102.8905,11805.2,47.22,281000.0,1085.0,1.88,0.03,4.45,192.0,100.693919503806,1994.989990234375,1278.5,1.85,2.5700000000000003,0.0,0.0
2015-02-28,0.0,5.5,235.342,102.2335,11922.8,50.58,317000.0,886.0,1.98,0.02,4.51,191.1,100.585079164545,2104.5,1227.08,1.96,2.53,0.0,0.0
2015-03-31,0.0,5.4,235.976,101.8914,11920.5,47.82,269000.0,960.0,2.04,0.03,4.54,191.5,100.478144431773,2067.889892578125,1178.63,2.01,2.5,0.0,0.0
2015-04-30,0.0,5.4,236.222,101.3355,11954.6,54.45,269000.0,1190.0,1.94,0.02,4.48,190.9,100.373650321312,2085.510009765625,1182.4000244140625,1.92,2.5400000000000005,0.0,0.0
2015-05-31,0.0,5.6,237.001,100.8883,11982.6,59.27,275000.0,1079.0,2.2,0.02,4.89,193.4,100.263249995099,2107.389892578125,1189.4000244140625,2.18,2.6899999999999995,0.0,0.0
2015-06-30,0.0,5.3,237.657,100.571,12023.2,59.82,275000.0,1205.0,2.36,0.02,5.13,194.8,100.140901060428,2063.110107421875,1171.5,2.34,2.77,0.0,0.0
2015-07-31,0.0,5.2,238.034,101.2228,12067.0,50.9,269000.0,1146.0,2.32,0.03,5.2,193.9,99.9847966988649,2103.840087890625,1094.9000244140625,2.29,2.8800000000000003,0.0,0.0
2015-08-31,0.0,5.1,238.033,101.0367,12112.0,42.87,279000.0,1130.0,2.17,0.07,5.19,191.9,99.805189489087,1972.1800537109373,1131.5999755859375,2.1,3.0200000000000005,0.0,0.0
2015-09-30,0.0,5.0,237.498,100.7547,12173.9,45.48,272000.0,1224.0,2.17,0.02,5.34,189.1,99.6310793380318,1920.030029296875,1115.5,2.15,3.17,0.0,0.0
2015-10-31,0.0,5.0,237.733,100.2675,12225.2,46.22,275000.0,1058.0,2.07,0.02,5.34,187.5,99.4869858278114,2079.360107421875,1141.5,2.05,3.27,0.0,0.0
2015-11-30,0.0,5.1,238.017,99.5298,12317.0,42.44,265000.0,1172.0,2.26,0.12,5.46,185.7,99.3650333194454,2080.409912109375,1086.44,2.14,3.2,0.0,0.0
2015-12-31,0.0,5.0,237.761,99.0417,12387.9,37.19,276000.0,1146.0,2.24,0.23,5.46,183.5,99.2588265348053,2043.93994140625,1060.300048828125,2.01,3.22,0.0,0.0
2016-01-31,0.0,4.8,237.652,99.5607,12518.5,31.68,282000.0,1092.0,2.09,0.26,5.45,182.6,99.1732408279694,1940.239990234375,1116.4000244140625,1.83,3.3600000000000003,0.0,0.0
2016-02-29,0.0,4.9,237.336,99.0445,12603.9,30.32,269000.0,1225.0,1.78,0.31,5.34,181.3,99.1155467576633,1932.22998046875,1233.9000244140625,1.47,3.56,0.0,0.0
2016-03-31,0.0,5.0,238.08,98.3096,12661.8,37.55,271000.0,1111.0,1.89,0.29,5.13,182.1,99.0966011487786,2059.739990234375,1234.199951171875,1.6,3.24,0.0,0.0
2016-04-30,0.0,5.1,238.992,98.6421,12743.2,40.75,278000.0,1163.0,1.81,0.23,4.79,183.2,99.0975082704133,2065.300048828125,1289.199951171875,1.58,2.98,0.0,0.0
2016-05-31,0.0,4.8,239.557,98.4184,12802.0,46.71,263000.0,1148.0,1.81,0.27,4.68,185.3,99.1023428615992,2096.949951171875,1260.95,1.54,2.87,0.0,0.0
2016-06-30,0.0,4.9,240.222,98.8833,12852.5,48.76,262000.0,1203.0,1.64,0.27,4.53,187.6,99.104507153885,2098.860107421875,1318.4000244140625,1.37,2.890000000000001,0.0,0.0
2016-07-31,0.0,4.8,240.101,98.9992,12911.9,44.65,266000.0,1239.0,1.5,0.3,4.22,187.7,99.1226013205027,2173.60009765625,1349.0,1.2,2.72,0.0,0.0
2016-08-31,0.0,4.9,240.545,98.85,12989.7,44.72,261000.0,1171.0,1.56,0.3,4.24,186.6,99.1688282381051,2170.949951171875,1306.9000244140625,1.26,2.68,0.0,0.0
2016-09-30,0.0,5.0,241.176,98.7457,13054.9,45.18,247000.0,1068.0,1.63,0.29,4.31,186.9,99.2576869012123,2168.27001953125,1313.300048828125,1.34,2.68,0.0,0.0
2016-10-31,0.0,4.9,241.741,98.7611,13122.8,49.78,265000.0,1313.0,1.76,0.33,4.38,186.7,99.3840269610156,2126.14990234375,1271.5,1.43,2.62,0.0,0.0
2016-11-30,0.0,4.7,242.026,98.3491,13208.7,45.66,255000.0,1140.0,2.14,0.45,4.71,186.3,99.5318414007369,2198.81005859375,1170.800048828125,1.6900000000000002,2.57,0.0,0.0
2016-12-31,0.0,4.7,242.637,99.0214,13234.9,51.97,244000.0,1252.0,2.49,0.51,4.83,188.2,99.6802627438619,2238.830078125,1150.0,1.98,2.34,0.0,0.0
2017-01-31,0.0,4.7,243.618,98.7611,13315.7,52.5,241000.0,1190.0,2.43,0.51,4.66,190.7,99.7989945707686,2278.8701171875,1192.1,1.92,2.23,0.0,0.0
2017-02-28,0.0,4.6,244.006,98.3646,13394.8,53.47,221000.0,1271.0,2.42,0.52,4.64,191.6,99.8763282638958,2363.639892578125,1252.5999755859375,1.9,2.22,0.0,0.0
2017-03-31,0.0,4.4,243.892,99.0137,13463.6,49.33,236000.0,1190.0,2.48,0.74,4.68,191.5,99.9132075248585,2362.719970703125,1247.300048828125,1.74,2.2,0.0,0.0
2017-04-30,0.0,4.4,244.193,100.0224,13521.7,51.06,232000.0,1146.0,2.3,0.8,4.57,193.0,99.9250759243183,2384.199951171875,1266.0999755859375,1.4999999999999998,2.2700000000000005,0.0,0.0
2017-05-31,0.0,4.4,244.004,100.1408,13568.9,48.48,253000.0,1157.0,2.3,0.89,4.55,192.8,99.9324597678252,2411.800048828125,1272.0,1.4099999999999997,2.25,0.0,0.0
2017-06-30,0.0,4.3,244.163,100.3471,13580.5,45.18,247000.0,1249.0,2.19,0.98,4.37,193.6,99.9504934513815,2423.409912109375,1240.699951171875,1.21,2.18,0.0,0.0
2017-07-31,0.0,4.3,244.243,100.1068,13643.1,46.63,245000.0,1206.0,2.32,1.07,4.39,193.5,99.9851527295248,2470.300048828125,1266.5999755859375,1.2499999999999998,2.07,0.0,0.0
2017-08-31,0.0,4.4,245.183,99.6925,13697.7,48.04,247000.0,1159.0,2.21,1.01,4.31,193.8,100.061911553816,2471.64990234375,1316.199951171875,1.2,2.1,0.0,0.0
2017-09-30,0.0,4.3,246.435,99.7954,13745.1,49.82,260000.0,1181.0,2.2,1.03,4.3,194.8,100.172854217107,2519.360107421875,1281.5,1.1700000000000002,2.1,0.0,0.0
2017-10-31,0.0,4.2,246.626,101.0247,13800.1,51.58,241000.0,1257.0,2.36,1.07,4.32,194.9,100.305414447973,2575.260009765625,1279.51,1.2899999999999998,1.9600000000000004,0.0,0.0
2017-11-30,0.0,4.2,247.284,101.2664,13843.5,56.64,243000.0,1273.0,2.35,1.23,4.27,195.9,100.441698951588,2647.580078125,1273.199951171875,1.12,1.9199999999999997,0.0,0.0
2017-12-31,0.0,4.1,247.805,101.4644,13881.7,57.88,248000.0,1177.0,2.4,1.32,4.22,196.3,100.577156744372,2673.610107421875,1306.300048828125,1.0799999999999998,1.82,0.0,0.0
2018-01-31,0.0,4.0,248.859,101.4625,13900.3,63.7,228000.0,1299.0,2.58,1.41,4.26,197.9,100.711382732978,2823.81005859375,1339.0,1.1700000000000002,1.6799999999999995,0.0,0.0
2018-02-28,0.0,4.1,249.529,101.7085,13949.3,62.23,216000.0,1277.0,2.86,1.57,4.51,199.3,100.833324925147,2713.830078125,1315.5,1.2899999999999998,1.65,0.0,0.0
2018-03-31,0.0,4.0,249.577,102.2067,14012.7,62.73,232000.0,1318.0,2.84,1.7,4.64,199.3,100.910763169256,2640.8701171875,1322.800048828125,1.14,1.7999999999999998,0.0,0.0
2018-04-30,0.0,4.0,250.227,103.3329,14035.9,66.25,209000.0,1276.0,2.87,1.76,4.67,200.3,100.936722919493,2648.050048828125,1334.76,1.11,1.7999999999999998,0.0,0.0
2018-05-31,0.0,3.8,250.792,102.4024,14092.4,69.98,222000.0,1357.0,2.98,1.86,4.83,203.2,100.920308484449,2705.27001953125,1300.0999755859375,1.12,1.85,0.0,0.0
2018-06-30,0.0,4.0,251.018,103.198,14137.2,67.87,228000.0,1192.0,2.91,1.9,4.83,204.2,100.872787342546,2718.3701171875,1251.300048828125,1.0100000000000002,1.92,0.0,0.0
2018-07-31,0.0,3.8,251.214,103.3646,14174.6,70.98,207000.0,1208.0,2.89,1.96,4.79,204.3,100.797185023634,2816.2900390625,1237.71,0.9300000000000002,1.9,0.0,0.0
2018-08-31,0.0,3.8,251.663,104.0327,14223.2,68.06,211000.0,1288.0,2.89,2.03,4.77,203.4,100.696415622833,2901.52001953125,1200.300048828125,0.8600000000000003,1.8799999999999997,0.0,0.0
2018-09-30,0.0,3.7,252.182,104.1004,14245.5,70.23,210000.0,1250.0,3.0,2.13,4.88,203.6,100.555726407716,2913.97998046875,1191.5,0.8700000000000001,1.88,0.0,0.0
2018-10-31,0.0,3.8,252.772,103.9856,14256.6,70.75,216000.0,1221.0,3.15,2.25,5.07,204.6,100.37046084799,2711.739990234375,1212.300048828125,0.8999999999999999,1.9200000000000004,0.0,0.0
2018-11-30,0.0,3.8,252.594,104.0681,14282.8,56.96,237000.0,1181.0,3.12,2.33,5.22,202.3,100.157986623,2760.169921875,1220.199951171875,0.79,2.1,0.0,0.0
2018-12-31,0.0,3.9,252.767,104.0936,14386.8,49.52,238000.0,1095.0,2.83,2.37,5.13,201.0,99.9408703540678,2506.85009765625,1278.300048828125,0.4599999999999999,2.3,0.0,0.0
2019-01-31,0.0,4.0,252.561,103.4021,14459.7,51.38,234000.0,1226.0,2.71,2.37,5.12,199.1,99.7407963946851,2704.10009765625,1319.699951171875,0.3399999999999998,2.41,0.0,0.0
2019-02-28,0.0,3.8,253.319,102.8371,14506.3,54.95,221000.0,1121.0,2.68,2.39,4.95,199.2,99.5751443982911,2784.489990234375,1312.800048828125,0.29,2.27,0.0,0.0
2019-03-31,0.0,3.8,254.277,102.8757,14557.5,58.15,203000.0,1191.0,2.57,2.4,4.84,200.8,99.4425896856438,2834.39990234375,1293.0,0.1699999999999999,2.27,0.0,1.0
2019-04-30,0.0,3.7,255.233,102.274,14594.7,63.86,224000.0,1272.0,2.53,2.38,4.7,202.1,99.3207225202924,2945.830078125,1282.800048828125,0.1499999999999999,2.1700000000000004,0.0,1.0
2019-05-31,0.0,3.6,255.296,102.392,14704.4,60.83,222000.0,1293.0,2.4,2.35,4.63,201.7,99.2067966906366,2752.06005859375,1305.800048828125,0.0499999999999998,2.23,0.0,0.0
2019-06-30,0.0,3.6,255.213,102.4375,14802.8,54.66,226000.0,1243.0,2.07,2.17,4.46,200.3,99.1037770648909,2941.760009765625,1409.699951171875,-0.1,2.39,0.0,0.0
2019-07-31,0.0,3.7,255.802,101.9408,14886.8,57.35,206000.0,1240.0,2.06,2.1,4.28,200.7,99.0192947277061,2980.3798828125,1426.0999755859375,-0.04,2.22,0.0,0.0
2019-08-31,0.0,3.6,256.036,102.639,14974.4,54.81,215000.0,1375.0,1.63,1.95,3.87,199.2,98.9648124653308,2926.4599609375,1519.0999755859375,-0.32,2.24,0.0,0.0
2019-09-30,0.0,3.5,256.43,102.2917,15047.0,56.95,215000.0,1311.0,1.7,1.89,3.91,198.4,98.9668719934801,2976.739990234375,1510.58,-0.1899999999999999,2.21,1.0,0.0
2019-10-31,0.0,3.6,257.155,101.4281,15184.1,53.96,215000.0,1325.0,1.71,1.65,3.92,198.6,99.0205558082118,3037.56005859375,1511.4000244140625,0.06,2.21,1.0,0.0
2019-11-30,0.0,3.6,257.879,101.9372,15296.0,57.03,231000.0,1353.0,1.81,1.54,3.94,199.0,99.1028658408347,3140.97998046875,1465.5999755859375,0.27,2.13,0.0,0.0
2019-12-31,0.0,3.6,258.63,101.7003,15347.5,59.88,231000.0,1548.0,1.86,1.54,3.88,199.0,99.1810115784093,3230.780029296875,1479.13,0.32,2.02,0.0,0.0
2020-01-31,0.0,3.6,259.127,101.0338,15427.1,57.52,210000.0,1581.0,1.76,1.52,3.77,199.3,99.2158367120647,3225.52001953125,1582.9000244140625,0.24,2.01,0.0,0.0
2020-02-29,0.0,3.5,259.25,101.3735,15493.4,50.54,215000.0,1549.0,1.5,1.52,3.61,196.7,99.1777934414788,2954.219970703125,1564.0999755859375,-0.02,2.11,0.0,0.0
2020-03-31,1.0,4.4,258.076,97.4078,16033.0,29.21,5946000.0,1266.0,0.87,0.29,4.29,193.1,97.7654940253142,2584.590087890625,1591.93,0.5800000000000001,3.42,0.0,0.0
2020-04-30,1.0,14.8,256.032,84.5619,17065.3,16.55,3446000.0,936.0,0.66,0.14,4.13,185.5,92.8891951917096,2912.429931640625,1684.199951171875,0.52,3.47,0.0,0.0
2020-05-31,0.0,13.2,255.802,85.9604,17932.9,28.56,1639000.0,1039.0,0.67,0.13,3.95,188.6,94.4251866122641,3044.31005859375,1736.9000244140625,0.54,3.28,0.0,0.0
2020-06-30,0.0,11.0,257.042,91.5934,18184.3,38.31,1446000.0,1266.0,0.73,0.16,3.64,191.2,96.2863628486504,3100.2900390625,1793.0,0.57,2.91,0.0,0.0
2020-07-31,0.0,10.2,258.352,95.0256,18335.4,40.71,1260000.0,1526.0,0.62,0.13,3.31,193.0,97.8466842641644,3271.1201171875,1962.800048828125,0.49,2.69,0.0,0.0
2020-08-31,0.0,8.4,259.316,95.9549,18411.2,42.34,881000.0,1396.0,0.65,0.1,3.27,194.3,98.5608383824433,3500.31005859375,1967.5999755859373,0.55,2.62,0.0,0.0
2020-09-30,0.0,7.8,259.997,95.9669,18602.5,39.63,795000.0,1473.0,0.68,0.11,3.36,195.5,98.8617969307855,3363.0,1887.5,0.5700000000000001,2.68,0.0,0.0
2020-10-31,0.0,6.9,260.319,96.7394,18757.6,39.4,773000.0,1543.0,0.79,0.1,3.44,196.5,99.2303240815033,3269.9599609375,1877.4000244140625,0.6900000000000001,2.65,0.0,0.0
2020-11-30,0.0,6.7,260.911,97.0816,18997.0,40.94,737000.0,1543.0,0.87,0.09,3.3,198.3,99.6299765270447,3621.6298828125,1866.3,0.78,2.43,0.0,0.0
2020-12-31,0.0,6.7,262.045,98.363,19115.7,47.02,773000.0,1614.0,0.93,0.09,3.16,200.5,100.045536859184,3756.070068359375,1893.0999755859373,0.8400000000000001,2.23,0.0,0.0
2021-01-31,0.0,6.4,262.687,98.8822,19379.0,52.0,803000.0,1630.0,1.08,0.08,3.24,204.8,100.411484395331,3714.239990234375,1847.300048828125,1.0,2.16,0.0,0.0
2021-02-28,0.0,6.2,263.579,95.6149,19641.8,59.04,704000.0,1404.0,1.26,0.04,3.42,210.6,100.764806161909,3811.14990234375,1728.0999755859375,1.22,2.16,0.0,0.0
2021-03-31,0.0,6.1,264.961,98.3856,19873.2,62.33,658000.0,1696.0,1.61,0.03,3.74,215.0,101.075627198417,3972.889892578125,1713.800048828125,1.58,2.13,0.0,0.0
2021-04-30,0.0,6.1,266.614,98.5587,20176.9,61.72,574000.0,1495.0,1.64,0.02,3.6,217.9,101.312722433074,4181.169921875,1767.300048828125,1.62,1.96,0.0,0.0
2021-05-31,0.0,5.8,268.383,99.4333,20460.4,65.17,427000.0,1589.0,1.62,0.02,3.62,224.9,101.373007890961,4204.10986328125,1902.5,1.6,2.0,0.0,0.0
2021-06-30,0.0,5.9,270.654,99.7987,20477.8,71.38,368000.0,1650.0,1.52,0.04,3.44,228.9,101.368050207004,4297.5,1770.800048828125,1.48,1.92,0.0,0.0
2021-07-31,0.0,5.4,271.903,100.2519,20633.3,72.49,379000.0,1597.0,1.32,0.05,3.24,231.85,101.313656114132,4395.259765625,1812.5999755859373,1.27,1.92,0.0,0.0
2021-08-31,0.0,5.1,272.676,100.0437,20840.9,67.73,353000.0,1594.0,1.28,0.05,3.24,233.415,101.244228324322,4522.68017578125,1785.28,1.23,1.96,0.0,0.0
2021-09-30,0.0,4.7,273.91,98.8579,20981.0,71.65,375000.0,1577.0,1.37,0.04,3.23,235.678,101.192364942479,4307.5400390625,1755.300048828125,1.33,1.86,0.0,0.0
2021-10-31,0.0,4.5,276.55,100.1861,21160.6,81.48,261000.0,1579.0,1.58,0.05,3.35,240.465,101.163229217791,4605.3798828125,1783.0,1.53,1.77,0.0,0.0
2021-11-30,0.0,4.1,278.919,100.8654,21335.5,79.15,221000.0,1705.0,1.56,0.05,3.28,243.287,101.140553477691,4567.0,1773.5999755859375,1.51,1.7199999999999998,0.0,0.0
2021-12-31,0.0,3.9,280.845,100.5726,21498.5,71.71,217000.0,1722.0,1.47,0.06,3.3,241.338,101.094743598121,4766.18017578125,1827.5,1.41,1.83,0.0,0.0
2022-01-31,0.0,4.0,282.543,100.1856,21650.1,83.22,231000.0,1702.0,1.76,0.15,3.58,246.453,101.000830176233,4515.5498046875,1795.0,1.61,1.82,0.0,0.0
2022-02-28,0.0,3.9,284.5,100.8064,21725.2,91.64,208000.0,1735.0,1.93,0.33,3.97,252.66,100.852117740568,4373.93994140625,1899.4000244140625,1.6,2.04,0.0,0.0
2022-03-31,0.0,3.7,287.674,101.3907,21787.2,108.5,214000.0,1712.0,2.13,0.44,4.29,260.014,100.639512697424,4530.41015625,1949.199951171875,1.69,2.16,0.0,0.0
2022-04-30,0.0,3.7,288.561,101.44,21769.4,101.78,218000.0,1820.0,2.75,0.76,4.66,265.31,100.366375880603,4131.93017578125,1909.300048828125,1.99,1.91,0.0,0.0
2022-05-31,0.0,3.6,291.298,101.3335,21719.9,109.55,199000.0,1531.0,2.9,0.98,5.12,273.251,100.042358753284,4132.14990234375,1848.5,1.92,2.22,0.0,0.0
2022-06-30,0.0,3.6,294.957,101.018,21651.5,114.84,212000.0,1551.0,3.14,1.49,5.27,280.251,99.7166830269287,3785.3798828125,1804.0999755859373,1.65,2.1299999999999994,0.0,0.0
2022-07-31,0.0,3.5,294.913,101.223,21652.9,101.62,228000.0,1381.0,2.9,2.23,5.21,272.274,99.4390291429295,4130.2900390625,1762.9000244140625,0.6699999999999999,2.31,0.0,0.0
2022-08-31,0.0,3.6,295.097,101.0963,21638.4,93.67,210000.0,1531.0,2.9,2.63,5.15,269.546,99.2240242804091,3955.0,1712.800048828125,0.27,2.2500000000000004,0.0,0.0
2022-09-30,0.0,3.5,296.349,101.2918,21536.7,84.26,190000.0,1488.0,3.52,3.13,5.69,267.898,99.0559871061681,3585.6201171875,1662.4000244140625,0.3900000000000001,2.1700000000000004,0.0,0.0
2022-10-31,0.0,3.6,298.007,101.2529,21461.7,87.55,202000.0,1435.0,3.98,3.72,6.26,265.061,98.9218054057219,3871.97998046875,1635.9000244140625,0.2599999999999998,2.28,0.0,0.0
2022-11-30,0.0,3.6,298.786,100.9552,21406.7,84.37,209000.0,1424.0,3.89,4.15,6.07,263.157,98.8141322493881,4080.110107421875,1746.0,-0.2600000000000002,2.18,0.0,0.0
2022-12-31,0.0,3.5,298.832,99.7664,21290.9,76.44,205000.0,1308.0,3.62,4.25,5.59,257.897,98.7366477479945,3839.5,1819.699951171875,-0.6299999999999999,1.97,0.0,0.0
2023-01-31,0.0,3.5,300.42,100.505,21279.9,78.12,200000.0,1361.0,3.53,4.54,5.5,260.227,98.6808051070632,4076.60009765625,1897.71,-1.0100000000000002,1.97,0.0,0.0
2023-02-28,0.0,3.6,301.45,100.6416,21243.7,76.83,207000.0,1399.0,3.75,4.65,5.59,258.669,98.6259554787165,3970.14990234375,1828.9000244140625,-0.9000000000000004,1.84,0.0,0.0
2023-03-31,0.0,3.5,301.821,101.0205,20947.4,73.28,234000.0,1377.0,3.66,4.69,5.71,257.062,98.5834594223704,4109.31005859375,1969.0,-1.0300000000000002,2.05,0.0,0.0
2023-04-30,0.0,3.4,302.845,101.253,20761.4,79.45,213000.0,1354.0,3.46,4.92,5.53,256.908,98.5772360230118,4169.47998046875,1990.0999755859373,-1.46,2.0700000000000003,0.0,0.0
2023-05-31,0.0,3.6,303.334,100.9286,20829.6,71.58,229000.0,1584.0,3.57,5.14,5.77,253.67,98.6131499738861,4179.830078125,1963.9000244140625,-1.5699999999999998,2.2,0.0,0.0
2023-06-30,0.0,3.6,304.014,100.1196,20799.4,70.25,236000.0,1421.0,3.75,5.16,5.75,253.86,98.6885830909814,4450.3798828125,1921.0999755859373,-1.41,2.0,0.0,0.0
2023-07-31,0.0,3.5,304.609,100.9067,20791.4,76.07,238000.0,1460.0,3.9,5.25,5.74,253.835,98.7703659046336,4588.9599609375,1970.5,-1.35,1.8400000000000003,0.0,0.0
2023-08-31,0.0,3.7,306.082,100.8393,20777.5,81.39,234000.0,1317.0,4.17,5.3,6.02,257.68,98.8328073186584,4507.66015625,1938.199951171875,-1.13,1.85,0.0,0.0
2023-09-30,0.0,3.7,307.276,101.0211,20747.8,89.43,216000.0,1371.0,4.38,5.32,6.16,258.934,98.8720255702154,4288.0498046875,1848.0999755859373,-0.9400000000000004,1.7800000000000002,0.0,0.0
2023-10-31,0.0,3.9,307.696,100.4689,20732.9,85.64,217000.0,1368.0,4.8,5.34,6.63,255.192,98.9017734157747,4193.7998046875,1916.25,-0.54,1.83,0.0,0.0
2023-11-30,0.0,3.7,308.148,100.8639,20746.4,77.69,213000.0,1514.0,4.5,5.27,6.29,252.856,98.9534296213855,4567.7998046875,2038.0999755859373,-0.7699999999999996,1.79,0.0,0.0
2023-12-31,0.0,3.8,308.741,100.6031,20777.8,71.9,200000.0,1521.0,4.02,5.24,5.64,249.866,99.043151328778,4769.830078125,2062.39990234375,-1.2200000000000006,1.62,0.0,0.0
2024-01-31,0.0,3.7,309.698,99.2223,20843.7,74.15,226000.0,1381.0,4.06,5.22,5.68,251.306,99.157865477239,4845.64990234375,2048.39990234375,-1.16,1.62,0.0,0.0
2024-02-29,0.0,3.9,310.967,100.285,20926.9,77.25,212000.0,1552.0,4.21,5.24,5.77,254.926,99.2732249957361,5096.27001953125,2045.699951171875,-1.0300000000000002,1.5599999999999996,0.0,0.0
2024-03-31,0.0,3.9,312.345,100.4575,20973.2,81.28,223000.0,1312.0,4.21,5.24,5.75,255.095,99.3646136536506,5254.35009765625,2217.39990234375,-1.0300000000000002,1.54,0.0,0.0
2024-04-30,0.0,3.9,313.023,100.2434,20958.8,85.35,207000.0,1385.0,4.54,5.24,6.0,256.978,99.4100600391279,5035.68994140625,2291.39990234375,-0.7000000000000002,1.46,0.0,0.0
2024-05-31,0.0,3.9,313.175,100.863,21019.9,80.02,220000.0,1316.0,4.48,5.25,5.95,255.313,99.4173786027929,5277.509765625,2322.89990234375,-0.7699999999999996,1.4699999999999998,0.0,0.0
2024-06-30,0.0,4.1,313.044,100.894,21067.7,79.77,238000.0,1327.0,4.31,5.24,5.82,255.914,99.4164700429918,5460.47998046875,2327.699951171875,-0.9300000000000006,1.510000000000001,0.0,0.0
2024-07-31,0.0,4.2,313.569,99.9757,21094.4,81.8,248000.0,1265.0,4.25,5.2,5.84,257.321,99.4413170284615,5522.2998046875,2426.5,-0.9500000000000002,1.59,0.0,0.0
2024-08-31,0.0,4.2,314.062,100.4309,21185.8,76.68,227000.0,1391.0,3.87,5.05,5.6,255.463,99.5079899618303,5648.39990234375,2493.800048828125,-1.1799999999999995,1.7299999999999995,0.0,0.0
2024-09-30,0.0,4.1,314.732,99.8084,21268.6,70.24,227000.0,1357.0,3.72,4.72,5.42,252.682,99.616608284512,5762.47998046875,2570.55,-0.9999999999999996,1.6999999999999995,0.0,0.0
2024-10-31,0.0,4.1,315.631,99.4695,21331.0,71.99,219000.0,1352.0,4.1,4.51,5.63,253.081,99.7428892083547,5705.4501953125,2738.300048828125,-0.4100000000000001,1.5300000000000002,0.0,0.0
2024-11-30,0.0,4.2,316.528,99.2925,21451.6,69.95,222000.0,1295.0,4.36,4.42,5.78,253.211,99.861003354332,6032.3798828125,2657.0,-0.0599999999999996,1.42,0.0,0.0
2024-12-31,0.0,4.1,317.604,100.3273,21485.3,70.12,212000.0,1514.0,4.39,4.27,5.8,253.423,99.9368279326479,5881.6298828125,2648.01,0.1200000000000001,1.41,0.0,0.0
2025-01-31,0.0,4.0,318.961,100.0647,21547.6,75.74,212000.0,1358.0,4.63,4.21,6.08,257.36,99.9471430257738,6040.52978515625,2812.5,0.4199999999999999,1.4500000000000002,0.0,0.0
