Date,precio_oro
1938-12-31,34.85
1939-01-31,34.42
1939-02-28,34.42
1939-03-31,34.42
1939-04-30,34.42
1939-05-31,34.42
1939-06-30,34.42
1939-07-31,34.42
1939-08-31,34.42
1939-09-30,34.42
1939-10-31,34.42
1939-11-30,34.42
1939-12-31,34.42
1940-01-31,33.85
1940-02-29,33.85
1940-03-31,33.85
1940-04-30,33.85
1940-05-31,33.85
1940-06-30,33.85
1940-07-31,33.85
1940-08-31,33.85
1940-09-30,33.85
1940-10-31,33.85
1940-11-30,33.85
1940-12-31,33.85
1941-01-31,33.85
1941-02-28,33.85
1941-03-31,33.85
1941-04-30,33.85
1941-05-31,33.85
1941-06-30,33.85
1941-07-31,33.85
1941-08-31,33.85
1941-09-30,33.85
1941-10-31,33.85
1941-11-30,33.85
1941-12-31,33.85
1942-01-31,33.85
1942-02-28,33.85
1942-03-31,33.85
1942-04-30,33.85
1942-05-31,33.85
1942-06-30,33.85
1942-07-31,33.85
1942-08-31,33.85
1942-09-30,33.85
1942-10-31,33.85
1942-11-30,33.85
1942-12-31,33.85
1943-01-31,33.85
1943-02-28,33.85
1943-03-31,33.85
1943-04-30,33.85
1943-05-31,33.85
1943-06-30,33.85
1943-07-31,33.85
1943-08-31,33.85
1943-09-30,33.85
1943-10-31,33.85
1943-11-30,33.85
1943-12-31,33.85
1944-01-31,33.85
1944-02-29,33.85
1944-03-31,33.85
1944-04-30,33.85
1944-05-31,33.85
1944-06-30,33.85
1944-07-31,33.85
1944-08-31,33.85
1944-09-30,33.85
1944-10-31,33.85
1944-11-30,33.85
1944-12-31,33.85
1945-01-31,34.71
1945-02-28,34.71
1945-03-31,34.71
1945-04-30,34.71
1945-05-31,34.71
1945-06-30,34.71
1945-07-31,34.71
1945-08-31,34.71
1945-09-30,34.71
1945-10-31,34.71
1945-11-30,34.71
1945-12-31,34.71
1946-01-31,34.71
1946-02-28,34.71
1946-03-31,34.71
1946-04-30,34.71
1946-05-31,34.71
1946-06-30,34.71
1946-07-31,34.71
1946-08-31,34.71
1946-09-30,34.71
1946-10-31,34.71
1946-11-30,34.71
1946-12-31,34.71
1947-01-31,34.71
1947-02-28,34.71
1947-03-31,34.71
1947-04-30,34.71
1947-05-31,34.71
1947-06-30,34.71
1947-07-31,34.71
1947-08-31,34.71
1947-09-30,34.71
1947-10-31,34.71
1947-11-30,34.71
1947-12-31,34.71
1948-01-31,34.71
1948-02-29,34.71
1948-03-31,34.71
1948-04-30,34.71
1948-05-31,34.71
1948-06-30,34.71
1948-07-31,34.71
1948-08-31,34.71
1948-09-30,34.71
1948-10-31,34.71
1948-11-30,34.71
1948-12-31,34.71
1949-01-31,31.69
1949-02-28,31.69
1949-03-31,31.69
1949-04-30,31.69
1949-05-31,31.69
1949-06-30,31.69
1949-07-31,31.69
1949-08-31,31.69
1949-09-30,31.69
1949-10-31,31.69
1949-11-30,31.69
1949-12-31,31.69
1950-01-31,34.72
1950-02-28,34.72
1950-03-31,34.72
1950-04-30,34.72
1950-05-31,34.72
1950-06-30,34.72
1950-07-31,34.72
1950-08-31,34.72
1950-09-30,34.72
1950-10-31,34.72
1950-11-30,34.72
1950-12-31,34.72
1951-01-31,34.72
1951-02-28,34.72
1951-03-31,34.72
1951-04-30,34.72
1951-05-31,34.72
1951-06-30,34.72
1951-07-31,34.72
1951-08-31,34.72
1951-09-30,34.72
1951-10-31,34.72
1951-11-30,34.72
1951-12-31,34.72
1952-01-31,34.6
1952-02-29,34.6
1952-03-31,34.6
1952-04-30,34.6
1952-05-31,34.6
1952-06-30,34.6
1952-07-31,34.6
1952-08-31,34.6
1952-09-30,34.6
1952-10-31,34.6
1952-11-30,34.6
1952-12-31,34.6
1953-01-31,34.84
1953-02-28,34.84
1953-03-31,34.84
1953-04-30,34.84
1953-05-31,34.84
1953-06-30,34.84
1953-07-31,34.84
1953-08-31,34.84
1953-09-30,34.84
1953-10-31,34.84
1953-11-30,34.84
1953-12-31,34.84
1954-01-31,35.04
1954-02-28,35.04
1954-03-31,35.04
1954-04-30,35.04
1954-05-31,35.04
1954-06-30,35.04
1954-07-31,35.04
1954-08-31,35.04
1954-09-30,35.04
1954-10-31,35.04
1954-11-30,35.04
1954-12-31,35.04
1955-01-31,35.03
1955-02-28,35.03
1955-03-31,35.03
1955-04-30,35.03
1955-05-31,35.03
1955-06-30,35.03
1955-07-31,35.03
1955-08-31,35.03
1955-09-30,35.03
1955-10-31,35.03
1955-11-30,35.03
1955-12-31,35.03
1956-01-31,34.99
1956-02-29,34.99
1956-03-31,34.99
1956-04-30,34.99
1956-05-31,34.99
1956-06-30,34.99
1956-07-31,34.99
1956-08-31,34.99
1956-09-30,34.99
1956-10-31,34.99
1956-11-30,34.99
1956-12-31,34.99
1957-01-31,34.95
1957-02-28,34.95
1957-03-31,34.95
1957-04-30,34.95
1957-05-31,34.95
1957-06-30,34.95
1957-07-31,34.95
1957-08-31,34.95
1957-09-30,34.95
1957-10-31,34.95
1957-11-30,34.95
1957-12-31,34.95
1958-01-31,35.1
1958-02-28,35.1
1958-03-31,35.1
1958-04-30,35.1
1958-05-31,35.1
1958-06-30,35.1
1958-07-31,35.1
1958-08-31,35.1
1958-09-30,35.1
1958-10-31,35.1
1958-11-30,35.1
1958-12-31,35.1
1959-01-31,35.1
1959-02-28,35.1
1959-03-31,35.1
1959-04-30,35.1
1959-05-31,35.1
1959-06-30,35.1
1959-07-31,35.1
1959-08-31,35.1
1959-09-30,35.1
1959-10-31,35.1
1959-11-30,35.1
1959-12-31,35.1
1960-01-31,35.27
1960-02-29,35.27
1960-03-31,35.27
1960-04-30,35.27
1960-05-31,35.27
1960-06-30,35.27
1960-07-31,35.27
1960-08-31,35.27
1960-09-30,35.27
1960-10-31,35.27
1960-11-30,35.27
1960-12-31,35.27
1961-01-31,35.25
1961-02-28,35.25
1961-03-31,35.25
1961-04-30,35.25
1961-05-31,35.25
1961-06-30,35.25
1961-07-31,35.25
1961-08-31,35.25
1961-09-30,35.25
1961-10-31,35.25
1961-11-30,35.25
1961-12-31,35.25
1962-01-31,35.23
1962-02-28,35.23
1962-03-31,35.23
1962-04-30,35.23
1962-05-31,35.23
1962-06-30,35.23
1962-07-31,35.23
1962-08-31,35.23
1962-09-30,35.23
1962-10-31,35.23
1962-11-30,35.23
1962-12-31,35.23
1963-01-31,35.09
1963-02-28,35.09
1963-03-31,35.09
1963-04-30,35.09
1963-05-31,35.09
1963-06-30,35.09
1963-07-31,35.09
1963-08-31,35.09
1963-09-30,35.09
1963-10-31,35.09
1963-11-30,35.09
1963-12-31,35.09
1964-01-31,35.1
1964-02-29,35.1
1964-03-31,35.1
1964-04-30,35.1
1964-05-31,35.1
1964-06-30,35.1
1964-07-31,35.1
1964-08-31,35.1
1964-09-30,35.1
1964-10-31,35.1
1964-11-30,35.1
1964-12-31,35.1
1965-01-31,35.12
1965-02-28,35.12
1965-03-31,35.12
1965-04-30,35.12
1965-05-31,35.12
1965-06-30,35.12
1965-07-31,35.12
1965-08-31,35.12
1965-09-30,35.12
1965-10-31,35.12
1965-11-30,35.12
1965-12-31,35.12
1966-01-31,35.13
1966-02-28,35.13
1966-03-31,35.13
1966-04-30,35.13
1966-05-31,35.13
1966-06-30,35.13
1966-07-31,35.13
1966-08-31,35.13
1966-09-30,35.13
1966-10-31,35.13
1966-11-30,35.13
1966-12-31,35.13
1967-01-31,34.95
1967-02-28,34.95
1967-03-31,34.95
1967-04-30,34.95
1967-05-31,34.95
1967-06-30,34.95
1967-07-31,34.95
1967-08-31,34.95
1967-09-30,34.95
1967-10-31,34.95
1967-11-30,34.95
1967-12-31,34.95
1968-01-31,35.5
1968-02-29,36.0
1968-03-31,37.0
1968-04-30,37.86
1968-05-31,40.7
1968-06-30,41.14
1968-07-31,39.46
1968-08-31,39.19
1968-09-30,40.18
1968-10-31,39.21
1968-11-30,39.78
1968-12-31,41.08
1969-01-31,42.3
1969-02-28,42.6
1969-03-31,43.16
1969-04-30,43.31
1969-05-31,43.46
1969-06-30,41.44
1969-07-31,41.76
1969-08-31,41.09
1969-09-30,40.87
1969-10-31,40.44
1969-11-30,37.4
1969-12-31,35.17
1970-01-31,34.94
1970-02-28,34.99
1970-03-31,35.09
1970-04-30,35.62
1970-05-31,35.95
1970-06-30,35.42
1970-07-31,35.32
1970-08-31,35.38
1970-09-30,36.19
1970-10-31,37.52
1970-11-30,37.44
1970-12-31,37.44
1971-01-31,37.88
1971-02-28,38.74
1971-03-31,38.87
1971-04-30,39.01
1971-05-31,40.52
1971-06-30,40.1
1971-07-31,40.95
1971-08-31,42.71
1971-09-30,42.03
1971-10-31,42.5
1971-11-30,42.86
1971-12-31,43.48
1972-01-31,45.75
1972-02-29,48.26
1972-03-31,48.33
1972-04-30,49.03
1972-05-31,54.62
1972-06-30,62.09
1972-07-31,65.66
1972-08-31,67.03
1972-09-30,65.46
1972-10-31,64.86
1972-11-30,62.91
1972-12-31,63.91
1973-01-31,65.14
1973-02-28,74.2
1973-03-31,84.37
1973-04-30,90.5
1973-05-31,101.96
1973-06-30,120.12
1973-07-31,120.17
1973-08-31,106.76
1973-09-30,102.97
1973-10-31,100.08
1973-11-30,94.92
1973-12-31,106.72
1974-01-31,129.19
1974-02-28,150.13
1974-03-31,168.42
1974-04-30,172.24
1974-05-31,163.27
1974-06-30,154.1
1974-07-31,142.98
1974-08-31,154.64
1974-09-30,151.75
1974-10-31,158.78
1974-11-30,181.66
1974-12-31,183.78
1975-01-31,176.27
1975-02-28,179.6
1975-03-31,178.16
1975-04-30,169.84
1975-05-31,167.39
1975-06-30,164.24
1975-07-31,165.17
1975-08-31,163.0
1975-09-30,144.17
1975-10-31,142.79
1975-11-30,142.42
1975-12-31,139.3
1976-01-31,131.05
1976-02-29,131.06
1976-03-31,132.76
1976-04-30,127.94
1976-05-31,126.92
1976-06-30,125.71
1976-07-31,117.73
1976-08-31,109.93
1976-09-30,114.15
1976-10-31,116.15
1976-11-30,130.46
1976-12-31,133.93
1977-01-31,132.26
1977-02-28,136.24
1977-03-31,148.23
1977-04-30,149.17
1977-05-31,146.61
1977-06-30,140.78
1977-07-31,143.39
1977-08-31,144.94
1977-09-30,149.53
1977-10-31,158.95
1977-11-30,162.1
1977-12-31,160.45
1978-01-31,173.18
1978-02-28,178.14
1978-03-31,183.61
1978-04-30,175.28
1978-05-31,176.31
1978-06-30,183.75
1978-07-31,188.73
1978-08-31,206.3
1978-09-30,212.08
1978-10-31,227.44
1978-11-30,206.2
1978-12-31,207.85
1979-01-31,227.28
1979-02-28,245.67
1979-03-31,242.05
1979-04-30,239.11
1979-05-31,257.59
1979-06-30,279.07
1979-07-31,294.74
1979-08-31,300.82
1979-09-30,354.95
1979-10-31,391.66
1979-11-30,391.99
1979-12-31,455.08
1980-01-31,675.31
1980-02-29,665.32
1980-03-31,553.58
1980-04-30,517.41
1980-05-31,513.8
1980-06-30,600.72
1980-07-31,643.27
1980-08-31,627.15
1980-09-30,673.63
1980-10-31,661.15
1980-11-30,624.77
1980-12-31,538.26
1981-01-31,557.39
1981-02-28,499.76
1981-03-31,499.11
1981-04-30,495.8
1981-05-31,479.7
1981-06-30,461.09
1981-07-31,409.07
1981-08-31,410.16
1981-09-30,443.75
1981-10-31,437.76
1981-11-30,413.37
1981-12-31,410.09
1982-01-31,384.14
1982-02-28,374.13
1982-03-31,330.25
1982-04-30,350.3
1982-05-31,333.71
1982-06-30,314.98
1982-07-31,338.97
1982-08-31,364.23
1982-09-30,437.31
1982-10-31,422.15
1982-11-30,414.89
1982-12-31,444.5
1983-01-31,481.29
1983-02-28,491.09
1983-03-31,419.7
1983-04-30,432.88
1983-05-31,438.01
1983-06-30,412.84
1983-07-31,402.91
1983-08-31,416.2
1983-09-30,411.8
1983-10-31,393.6
1983-11-30,381.7
1983-12-31,388.34
1984-01-31,370.89
1984-02-29,385.96
1984-03-31,394.26
1984-04-30,381.37
1984-05-31,377.4
1984-06-30,377.7
1984-07-31,347.71
1984-08-31,347.7
1984-09-30,340.2
1984-10-31,341.0
1984-11-30,342.0
1984-12-31,319.54
1985-01-31,302.79
1985-02-28,299.1
1985-03-31,313.5
1985-04-30,326.8
1985-05-31,316.0
1985-06-30,316.5
1985-07-31,317.2
1985-08-31,330.4
1985-09-30,323.35
1985-10-31,325.85
1985-11-30,321.5
1985-12-31,321.9
1986-01-31,347.48
1986-02-28,338.89
1986-03-31,345.7
1986-04-30,340.44
1986-05-31,342.4
1986-06-30,342.7
1986-07-31,348.34
1986-08-31,376.66
1986-09-30,417.73
1986-10-31,423.51
1986-11-30,397.56
1986-12-31,390.92
1987-01-31,408.26
1987-02-28,401.12
1987-03-31,408.91
1987-04-30,438.35
1987-05-31,460.23
1987-06-30,449.59
1987-07-31,450.52
1987-08-31,461.15
1987-09-30,460.38
1987-10-31,465.35
1987-11-30,467.57
1987-12-31,486.24
1988-01-31,476.58
1988-02-29,442.07
1988-03-31,443.61
1988-04-30,451.55
1988-05-31,451.07
1988-06-30,451.33
1988-07-31,437.63
1988-08-31,431.28
1988-09-30,413.46
1988-10-31,406.78
1988-11-30,420.17
1988-12-31,419.05
1989-01-31,404.01
1989-02-28,387.51
1989-03-31,390.15
1989-04-30,384.4
1989-05-31,371.05
1989-06-30,367.6
1989-07-31,375.04
1989-08-31,365.14
1989-09-30,361.75
1989-10-31,366.88
1989-11-30,394.26
1989-12-31,409.39
1990-01-31,410.11
1990-02-28,416.81
1990-03-31,393.06
1990-04-30,374.24
1990-05-31,369.05
1990-06-30,352.33
1990-07-31,362.53
1990-08-31,394.73
1990-09-30,389.32
1990-10-31,380.74
1990-11-30,381.73
1990-12-31,376.95
1991-01-31,383.64
1991-02-28,363.83
1991-03-31,363.34
1991-04-30,358.38
1991-05-31,356.95
1991-06-30,366.72
1991-07-31,367.69
1991-08-31,356.31
1991-09-30,348.74
1991-10-31,358.69
1991-11-30,360.17
1991-12-31,361.73
1992-01-31,354.45
1992-02-29,353.91
1992-03-31,344.34
1992-04-30,338.62
1992-05-31,337.24
1992-06-30,340.81
1992-07-31,352.72
1992-08-31,343.06
1992-09-30,345.43
1992-10-31,344.38
1992-11-30,335.02
1992-12-31,334.82
1993-01-31,329.01
1993-02-28,329.31
1993-03-31,330.08
1993-04-30,342.15
1993-05-31,367.18
1993-06-30,371.89
1993-07-31,392.19
1993-08-31,378.84
1993-09-30,355.28
1993-10-31,364.18
1993-11-30,373.83
1993-12-31,383.3
1994-01-31,386.88
1994-02-28,381.91
1994-03-31,384.13
1994-04-30,377.27
1994-05-31,381.43
1994-06-30,385.64
1994-07-31,385.49
1994-08-31,380.36
1994-09-30,391.58
1994-10-31,389.77
1994-11-30,384.39
1994-12-31,379.29
1995-01-31,378.55
1995-02-28,376.64
1995-03-31,382.12
1995-04-30,391.03
1995-05-31,385.22
1995-06-30,387.56
1995-07-31,386.23
1995-08-31,383.67
1995-09-30,383.06
1995-10-31,383.14
1995-11-30,385.31
1995-12-31,387.44
1996-01-31,399.45
1996-02-29,404.76
1996-03-31,396.21
1996-04-30,392.85
1996-05-31,391.93
1996-06-30,385.27
1996-07-31,383.47
1996-08-31,387.35
1996-09-30,383.14
1996-10-31,381.07
1996-11-30,377.85
1996-12-31,369.0
1997-01-31,355.11
1997-02-28,346.58
1997-03-31,351.81
1997-04-30,344.47
1997-05-31,343.84
1997-06-30,340.76
1997-07-31,324.1
1997-08-31,324.01
1997-09-30,322.82
1997-10-31,324.87
1997-11-30,306.04
1997-12-31,288.74
1998-01-31,289.1
1998-02-28,297.49
1998-03-31,295.94
1998-04-30,308.29
1998-05-31,299.1
1998-06-30,292.32
1998-07-31,292.87
1998-08-31,284.11
1998-09-30,288.98
1998-10-31,295.93
1998-11-30,294.12
1998-12-31,291.68
1999-01-31,287.08
1999-02-28,287.33
1999-03-31,285.96
1999-04-30,282.62
1999-05-31,276.44
1999-06-30,261.31
1999-07-31,256.08
1999-08-31,256.69
1999-09-30,264.74
1999-10-31,310.72
1999-11-30,293.18
1999-12-31,283.07
2000-01-31,284.32
2000-02-29,299.86
2000-03-31,286.39
2000-04-30,279.69
2000-05-31,275.19
2000-06-30,285.73
2000-07-31,281.59
2000-08-31,278.29998779296875
2000-09-30,273.6000061035156
2000-10-31,270.0
2000-11-30,270.1000061035156
2000-12-31,272.0
2001-01-31,265.6000061035156
2001-02-28,266.79998779296875
2001-03-31,257.8999938964844
2001-04-30,260.48
2001-05-31,265.29998779296875
2001-06-30,270.6000061035156
2001-07-31,267.53
2001-08-31,274.3999938964844
2001-09-30,292.3999938964844
2001-10-31,279.5
2001-11-30,273.8999938964844
2001-12-31,278.70001220703125
2002-01-31,282.1000061035156
2002-02-28,296.70001220703125
2002-03-31,302.6000061035156
2002-04-30,308.8999938964844
2002-05-31,326.5
2002-06-30,313.5
2002-07-31,303.20001220703125
2002-08-31,312.3999938964844
2002-09-30,319.14
2002-10-31,318.0
2002-11-30,316.79998779296875
2002-12-31,331.92
2003-01-31,368.2999877929688
2003-02-28,350.20001220703125
2003-03-31,335.8999938964844
2003-04-30,339.1000061035156
2003-05-31,364.5
2003-06-30,356.352
2003-07-31,354.0
2003-08-31,375.7000122070313
2003-09-30,385.3999938964844
2003-10-31,384.5
2003-11-30,396.7999877929688
2003-12-31,415.7000122070313
2004-01-31,402.2000122070313
2004-02-29,404.878
2004-03-31,427.2999877929688
2004-04-30,387.0
2004-05-31,394.0
2004-06-30,392.6000061035156
2004-07-31,391.0
2004-08-31,400.51
2004-09-30,418.7000122070313
2004-10-31,428.5
2004-11-30,451.2999877929688
2004-12-31,437.5
2005-01-31,421.7999877929688
2005-02-28,436.5
2005-03-31,428.7000122070313
2005-04-30,435.0
2005-05-31,421.873
2005-06-30,435.8999938964844
2005-07-31,429.8999938964844
2005-08-31,433.7999877929688
2005-09-30,469.0
2005-10-31,465.1000061035156
2005-11-30,494.6000061035156
2005-12-31,517.0999755859375
2006-01-31,549.864
2006-02-28,561.5999755859375
2006-03-31,581.7999877929688
2006-04-30,651.7999877929688
2006-05-31,642.5
2006-06-30,613.5
2006-07-31,634.2000122070312
2006-08-31,625.9000244140625
2006-09-30,598.5999755859375
2006-10-31,585.78
2006-11-30,646.9000244140625
2006-12-31,635.2000122070312
2007-01-31,652.0
2007-02-28,669.4000244140625
2007-03-31,663.0
2007-04-30,679.368
2007-05-31,661.0
2007-06-30,648.0999755859375
2007-07-31,665.38
2007-08-31,673.0
2007-09-30,742.7999877929688
2007-10-31,792.0
2007-11-30,782.2000122070312
2007-12-31,834.9000244140625
2008-01-31,922.7000122070312
2008-02-29,972.0999755859376
2008-03-31,916.2000122070312
2008-04-30,862.7999877929688
2008-05-31,887.2999877929688
2008-06-30,889.488
2008-07-31,913.9000244140624
2008-08-31,829.2999877929688
2008-09-30,874.2000122070312
2008-10-31,716.7999877929688
2008-11-30,816.2000122070312
2008-12-31,883.5999755859375
2009-01-31,927.2999877929688
2009-02-28,943.0
2009-03-31,924.273
2009-04-30,890.7000122070312
2009-05-31,978.7999877929688
2009-06-30,927.0999755859376
2009-07-31,953.7000122070312
2009-08-31,951.7000122070312
2009-09-30,1008.0
2009-10-31,1039.699951171875
2009-11-30,1127.036
2009-12-31,1095.199951171875
2010-01-31,1083.0
2010-02-28,1118.300048828125
2010-03-31,1113.300048828125
2010-04-30,1180.0999755859375
2010-05-31,1212.199951171875
2010-06-30,1245.5
2010-07-31,1181.699951171875
2010-08-31,1215.81
2010-09-30,1307.800048828125
2010-10-31,1357.0999755859375
2010-11-30,1385.0
2010-12-31,1421.0999755859375
2011-01-31,1333.800048828125
2011-02-28,1409.300048828125
2011-03-31,1438.9000244140625
2011-04-30,1556.0
2011-05-31,1512.58
2011-06-30,1502.300048828125
2011-07-31,1628.300048828125
2011-08-31,1828.5
2011-09-30,1620.4000244140625
2011-10-31,1724.199951171875
2011-11-30,1745.5
2011-12-31,1565.800048828125
2012-01-31,1654.05
2012-02-29,1709.9000244140625
2012-03-31,1669.300048828125
2012-04-30,1649.2
2012-05-31,1562.5999755859375
2012-06-30,1603.5
2012-07-31,1594.29
2012-08-31,1684.5999755859375
2012-09-30,1771.0999755859375
2012-10-31,1717.5
2012-11-30,1710.9000244140625
2012-12-31,1674.800048828125
2013-01-31,1660.5999755859375
2013-02-28,1577.699951171875
2013-03-31,1594.800048828125
2013-04-30,1472.199951171875
2013-05-31,1392.5999755859375
2013-06-30,1223.800048828125
2013-07-31,1312.4000244140625
2013-08-31,1396.0999755859375
2013-09-30,1348.6
2013-10-31,1323.5999755859375
2013-11-30,1250.5999755859375
2013-12-31,1221.512
2014-01-31,1240.0999755859375
2014-02-28,1321.4000244140625
2014-03-31,1283.4000244140625
2014-04-30,1295.5999755859375
2014-05-31,1245.5999755859375
2014-06-30,1279.1
2014-07-31,1281.300048828125
2014-08-31,1285.800048828125
2014-09-30,1210.5
2014-10-31,1171.0999755859375
2014-11-30,1175.199951171875
2014-12-31,1183.9000244140625
2015-01-31,1278.5
2015-02-28,1227.08
2015-03-31,1178.63
2015-04-30,1182.4000244140625
2015-05-31,1189.4000244140625
2015-06-30,1171.5
2015-07-31,1094.9000244140625
2015-08-31,1131.5999755859375
2015-09-30,1115.5
2015-10-31,1141.5
2015-11-30,1086.44
2015-12-31,1060.300048828125
2016-01-31,1116.4000244140625
2016-02-29,1233.9000244140625
2016-03-31,1234.199951171875
2016-04-30,1289.199951171875
2016-05-31,1260.95
2016-06-30,1318.4000244140625
2016-07-31,1349.0
2016-08-31,1306.9000244140625
2016-09-30,1313.300048828125
2016-10-31,1271.5
2016-11-30,1170.800048828125
2016-12-31,1150.0
2017-01-31,1192.1
2017-02-28,1252.5999755859375
2017-03-31,1247.300048828125
2017-04-30,1266.0999755859375
2017-05-31,1272.0
2017-06-30,1240.699951171875
2017-07-31,1266.5999755859375
2017-08-31,1316.199951171875
2017-09-30,1281.5
2017-10-31,1279.51
2017-11-30,1273.199951171875
2017-12-31,1306.300048828125
2018-01-31,1339.0
2018-02-28,1315.5
2018-03-31,1322.800048828125
2018-04-30,1334.76
2018-05-31,1300.0999755859375
2018-06-30,1251.300048828125
2018-07-31,1237.71
2018-08-31,1200.300048828125
2018-09-30,1191.5
2018-10-31,1212.300048828125
2018-11-30,1220.199951171875
2018-12-31,1278.300048828125
2019-01-31,1319.699951171875
2019-02-28,1312.800048828125
2019-03-31,1293.0
2019-04-30,1282.800048828125
2019-05-31,1305.800048828125
2019-06-30,1409.699951171875
2019-07-31,1426.0999755859375
2019-08-31,1519.0999755859375
2019-09-30,1510.58
2019-10-31,1511.4000244140625
2019-11-30,1465.5999755859375
2019-12-31,1479.13
2020-01-31,1582.9000244140625
2020-02-29,1564.0999755859375
2020-03-31,1591.93
2020-04-30,1684.199951171875
2020-05-31,1736.9000244140625
2020-06-30,1793.0
2020-07-31,1962.800048828125
2020-08-31,1967.5999755859373
2020-09-30,1887.5
2020-10-31,1877.4000244140625
2020-11-30,1866.3
2020-12-31,1893.0999755859373
2021-01-31,1847.300048828125
2021-02-28,1728.0999755859375
2021-03-31,1713.800048828125
2021-04-30,1767.300048828125
2021-05-31,1902.5
2021-06-30,1770.800048828125
2021-07-31,1812.5999755859373
2021-08-31,1785.28
2021-09-30,1755.300048828125
2021-10-31,1783.0
2021-11-30,1773.5999755859375
2021-12-31,1827.5
2022-01-31,1795.0
2022-02-28,1899.4000244140625
2022-03-31,1949.199951171875
2022-04-30,1909.300048828125
2022-05-31,1848.5
2022-06-30,1804.0999755859373
2022-07-31,1762.9000244140625
2022-08-31,1712.800048828125
2022-09-30,1662.4000244140625
2022-10-31,1635.9000244140625
2022-11-30,1746.0
2022-12-31,1819.699951171875
2023-01-31,1897.71
2023-02-28,1828.9000244140625
2023-03-31,1969.0
2023-04-30,1990.0999755859373
2023-05-31,1963.9000244140625
2023-06-30,1921.0999755859373
2023-07-31,1970.5
2023-08-31,1938.199951171875
2023-09-30,1848.0999755859373
2023-10-31,1916.25
2023-11-30,2038.0999755859373
2023-12-31,2062.39990234375
2024-01-31,2048.39990234375
2024-02-29,2045.699951171875
2024-03-31,2217.39990234375
2024-04-30,2291.39990234375
2024-05-31,2322.89990234375
2024-06-30,2327.699951171875
2024-07-31,2426.5
2024-08-31,2493.800048828125
2024-09-30,2570.55
2024-10-31,2738.300048828125
2024-11-30,2657.0
2024-12-31,2648.01
2025-01-31,2812.5
2025-02-28,2836.800048828125
2025-03-31,3122.800048828125
2025-04-30,3305.0
2025-05-31,3288.89990234375
2025-06-30,3352.66
2025-07-31,3293.199951171875
2025-08-31,3473.699951171875
2025-09-30,3840.800048828125
2025-10-31,3982.199951171875
2025-11-30,4218.2998046875
2025-12-31,4325.60009765625
2026-01-31,4713.89990234375
2026-02-28,5019.97
2026-03-31,4855.54
